scenario,episode,algorithm,reward
domain_randomized_randomized,322,PPO-Rand,280.2514716386795
domain_randomized_randomized,323,PPO-Rand,266.20404237508774
domain_randomized_randomized,324,PPO-Rand,228.0052611231804
domain_randomized_randomized,325,PPO-Rand,250.09372568130493
domain_randomized_randomized,326,PPO-Rand,230.93606078624725
domain_randomized_randomized,327,PPO-Rand,238.0241823196411
domain_randomized_randomized,328,PPO-Rand,237.9671893119812
domain_randomized_randomized,329,PPO-Rand,18.637530148029327
domain_randomized_randomized,330,PPO-Rand,59.08532226085663
domain_randomized_randomized,331,PPO-Rand,184.46526336669922
domain_randomized_randomized,332,PPO-Rand,206.51079726219177
domain_randomized_randomized,333,PPO-Rand,319.49950981140137
domain_randomized_randomized,334,PPO-Rand,295.07284665107727
domain_randomized_randomized,335,PPO-Rand,450.7545791864395
domain_randomized_randomized,336,PPO-Rand,320.96946382522583
domain_randomized_randomized,337,PPO-Rand,192.49635303020477
domain_randomized_randomized,338,PPO-Rand,271.8900745511055
domain_randomized_randomized,339,PPO-Rand,272.1189739704132
domain_randomized_randomized,340,PPO-Rand,100.01542124152184
domain_randomized_randomized,341,PPO-Rand,183.75587314367294
domain_randomized_randomized,342,PPO-Rand,402.64553352445364
domain_randomized_randomized,343,PPO-Rand,226.46473214030266
domain_randomized_randomized,344,PPO-Rand,225.83673046529293
domain_randomized_randomized,345,PPO-Rand,208.50497555732727
domain_randomized_randomized,346,PPO-Rand,175.10133147239685
domain_randomized_randomized,347,PPO-Rand,73.36956644058228
domain_randomized_randomized,348,PPO-Rand,203.5532557964325
domain_randomized_randomized,349,PPO-Rand,250.31986594200134
domain_randomized_randomized,350,PPO-Rand,202.56231260299683
domain_randomized_randomized,351,PPO-Rand,219.89011822640896
domain_randomized_randomized,352,PPO-Rand,193.1117309331894
domain_randomized_randomized,353,PPO-Rand,210.0506575703621
domain_randomized_randomized,354,PPO-Rand,-1.6167824268341064
domain_randomized_randomized,355,PPO-Rand,200.07622410356998
domain_randomized_randomized,356,PPO-Rand,132.97330176830292
domain_randomized_randomized,357,PPO-Rand,197.62112164497375
